cell_id,state,latitude,longitude,B2,B3,B4,B8,B11,B12,ndvi,clay_index,ferrous_index,mn_proxy,elevation,slope,distance_to_fault,prospectivity_score,confidence,priority
CELL-00571,Maharashtra,19.994202,79.054068,0.0544,0.0825,0.1475,0.2287,0.2577,0.08,0.2159,3.2219,1.1265,0.5263,985.5,12.9,32.4,0.9831,0.703,High
CELL-00572,Maharashtra,22.154025,79.848673,0.0757,0.0574,0.1896,0.3643,0.1466,0.1513,0.3153,0.9686,0.4024,-0.0159,990.6,24.3,38.3,0.6696,0.5722,Medium
CELL-00573,Maharashtra,20.659481,78.633789,0.1022,0.1764,0.0759,0.2613,0.2957,0.2125,0.5498,1.3918,1.1314,0.1638,1027.8,26.7,2.9,0.908,0.7505,High
CELL-00574,Maharashtra,22.068855,78.337149,0.0652,0.1615,0.0563,0.1274,0.3322,0.3006,0.387,1.1049,2.6078,0.0499,278.9,29.9,34.3,0.9935,0.5709,High
CELL-00575,Maharashtra,20.757748,78.581982,0.057,0.1058,0.1156,0.382,0.3332,0.2244,0.5352,1.4849,0.8724,0.1951,958.9,6.7,2.5,0.9328,0.5517,High
CELL-00576,Maharashtra,20.728344,80.628942,0.0587,0.0318,0.0741,0.3023,0.2003,0.2105,0.6062,0.9517,0.6625,-0.0247,1064.3,31.9,13.3,0.7977,0.4495,High
CELL-00577,Maharashtra,22.347337,80.995852,0.0506,0.139,0.088,0.1028,0.083,0.1882,0.0775,0.4409,0.8067,-0.388,637.2,0.8,34.3,0.5389,0.3233,Medium
CELL-00578,Maharashtra,20.402757,78.501403,0.0729,0.0648,0.1163,0.1696,0.2427,0.0972,0.1865,2.4965,1.431,0.428,838.1,26.4,5.5,1.0,0.6197,High
CELL-00579,Maharashtra,21.294547,78.793213,0.0886,0.1076,0.1864,0.2922,0.2666,0.1705,0.2211,1.5634,0.9123,0.2198,1144.0,27.2,14.3,0.8972,0.802,High
CELL-00580,Maharashtra,21.986001,80.468664,0.0446,0.1352,0.0723,0.2041,0.1748,0.2677,0.4768,0.6532,0.8565,-0.2098,352.8,0.0,35.8,0.5443,0.4579,Medium
CELL-00581,Maharashtra,20.927719,78.13371,0.1462,0.1374,0.0782,0.2115,0.2235,0.2379,0.4603,0.9397,1.0567,-0.0311,261.0,6.6,43.0,0.5554,0.4546,Medium
CELL-00582,Maharashtra,22.113816,79.989443,0.0644,0.1326,0.0235,0.3575,0.2358,0.294,0.8764,0.8023,0.6598,-0.1097,1150.1,32.4,45.5,0.2807,0.637,Low
CELL-00583,Maharashtra,20.895106,80.069688,0.1349,0.061,0.1853,0.3853,0.3932,0.3141,0.3506,1.252,1.0206,0.1119,407.9,3.7,5.6,1.0,0.5619,High
CELL-00584,Maharashtra,21.912961,80.697751,0.1011,0.0308,0.0535,0.1349,0.1963,0.2004,0.4318,0.9793,1.4548,-0.0104,147.7,12.2,9.0,0.7136,0.7866,High
CELL-00585,Maharashtra,20.985953,79.283075,0.1443,0.0622,0.113,0.3576,0.2582,0.3287,0.5198,0.7855,0.722,-0.1202,515.8,16.2,4.4,0.7997,0.8462,High
CELL-00586,Maharashtra,19.980927,79.633594,0.0892,0.0414,0.1457,0.3183,0.1405,0.1908,0.3721,0.7362,0.4413,-0.152,892.4,18.5,19.8,0.715,0.4872,High
CELL-00587,Maharashtra,22.317326,80.015235,0.0297,0.0991,0.1803,0.1331,0.3964,0.3347,-0.1509,1.1844,2.9794,0.0844,186.1,32.7,18.2,1.0,0.7021,High
CELL-00588,Maharashtra,20.822565,79.902729,0.1207,0.0351,0.1268,0.1654,0.1907,0.1544,0.1321,1.2352,1.1533,0.1052,616.0,11.7,5.4,1.0,0.73,High
CELL-00589,Maharashtra,19.847026,80.838793,0.1153,0.1256,0.1361,0.3894,0.1142,0.2014,0.4818,0.567,0.2933,-0.2763,866.8,20.5,41.6,0.3552,0.4882,Low
CELL-00590,Maharashtra,21.102083,79.137483,0.0642,0.1231,0.1804,0.2737,0.3439,0.1706,0.2054,2.0153,1.2567,0.3367,212.6,2.2,2.6,1.0,0.6306,High
CELL-00591,Maharashtra,21.653811,80.228465,0.0266,0.0632,0.0694,0.2917,0.1262,0.0902,0.6157,1.3999,0.4328,0.1666,1138.2,28.1,9.0,0.5584,0.5409,Medium
CELL-00592,Maharashtra,21.873012,79.530639,0.0366,0.1408,0.0914,0.192,0.2002,0.1993,0.3548,1.0042,1.0424,0.0021,477.4,8.5,19.9,0.9109,0.7357,High
CELL-00593,Maharashtra,21.941487,79.480528,0.0467,0.1406,0.1459,0.1862,0.3691,0.0813,0.1212,4.5392,1.9823,0.6389,1181.0,30.1,34.4,1.0,0.6816,High
CELL-00594,Maharashtra,20.071371,79.326468,0.0293,0.0884,0.1535,0.2353,0.1857,0.2286,0.2103,0.8123,0.7893,-0.1036,1059.4,1.7,19.3,0.8155,0.5734,High
CELL-00595,Maharashtra,19.817174,79.994423,0.0572,0.0598,0.1885,0.1065,0.2201,0.0565,-0.2781,3.8962,2.0669,0.5915,632.0,17.5,16.1,1.0,0.5123,High
CELL-00596,Maharashtra,21.516789,80.347187,0.089,0.1185,0.0561,0.2006,0.1318,0.1248,0.5628,1.0562,0.6572,0.0274,347.4,18.2,28.1,0.7364,0.7003,High
CELL-00597,Maharashtra,21.180724,78.765011,0.0541,0.0359,0.075,0.3606,0.0952,0.1158,0.6557,0.8222,0.264,-0.0976,876.9,27.4,22.8,0.5348,0.8409,Medium
CELL-00598,Maharashtra,19.97974,79.194448,0.0954,0.1722,0.0324,0.2776,0.1853,0.2025,0.7911,0.9149,0.6674,-0.0445,126.4,11.0,41.0,0.4082,0.8447,Low
CELL-00599,Maharashtra,20.356575,78.894128,0.0698,0.1553,0.1941,0.2535,0.2059,0.304,0.1328,0.6773,0.812,-0.1924,569.6,19.3,11.5,0.8235,0.8346,High
CELL-00600,Maharashtra,21.927104,80.342198,0.048,0.1373,0.164,0.2211,0.1352,0.0508,0.1483,2.6626,0.6115,0.4539,596.0,12.3,27.7,0.8972,0.5831,High
CELL-00601,Maharashtra,20.273266,78.679289,0.0825,0.1048,0.0587,0.1952,0.1343,0.2655,0.5374,0.5058,0.6882,-0.3282,947.1,16.2,35.7,0.5513,0.6774,Medium
CELL-00602,Maharashtra,22.398534,80.463096,0.0466,0.0579,0.0426,0.1484,0.3194,0.1909,0.5538,1.6732,2.1519,0.2518,961.2,26.1,30.2,0.9324,0.4044,High
CELL-00603,Maharashtra,19.528035,78.098931,0.1307,0.1326,0.0678,0.3408,0.3336,0.142,0.6683,2.3486,0.9789,0.4027,139.6,32.6,17.3,0.6408,0.4022,Medium
CELL-00604,Maharashtra,21.805403,78.664942,0.055,0.0664,0.1985,0.1691,0.2642,0.3276,-0.08,0.8064,1.5623,-0.1072,261.6,34.0,47.4,0.7707,0.6593,High
CELL-00605,Maharashtra,21.402165,80.282674,0.1482,0.0571,0.1579,0.2186,0.1362,0.1764,0.1612,0.7721,0.6231,-0.1286,973.2,16.3,26.9,0.5994,0.8004,Medium
CELL-00606,Maharashtra,20.678357,80.086922,0.1419,0.1114,0.1583,0.1312,0.1476,0.2006,-0.0936,0.7355,1.1246,-0.1524,122.0,8.8,25.9,1.0,0.7516,High
CELL-00607,Maharashtra,22.277255,79.936037,0.0739,0.1696,0.1613,0.17,0.1219,0.2527,0.0263,0.4822,0.7169,-0.3494,715.9,27.6,36.9,0.5222,0.6063,Medium
CELL-00608,Maharashtra,21.984821,78.75556,0.121,0.1736,0.1454,0.3086,0.2273,0.1593,0.3594,1.4268,0.7366,0.1759,488.3,22.3,37.6,0.5773,0.6755,Medium
CELL-00609,Maharashtra,20.981962,80.37492,0.0818,0.1105,0.1588,0.3314,0.211,0.3186,0.3521,0.6622,0.6366,-0.2032,278.8,34.8,5.9,0.8005,0.5776,High
CELL-00610,Maharashtra,21.933046,80.576959,0.1489,0.0741,0.1478,0.1404,0.2102,0.3044,-0.0259,0.6905,1.4971,-0.1831,504.4,20.7,25.2,0.8039,0.5922,High
CELL-00611,Maharashtra,19.667207,79.721885,0.1322,0.1022,0.0341,0.2962,0.1863,0.0965,0.7933,1.9305,0.6289,0.3175,1033.9,18.3,46.7,0.6421,0.6936,Medium
CELL-00612,Maharashtra,19.515077,79.28347,0.0457,0.1666,0.0514,0.2001,0.2454,0.129,0.5911,1.9021,1.2262,0.3108,330.9,21.0,4.4,0.8121,0.5194,High
CELL-00613,Maharashtra,21.661993,79.66442,0.075,0.1149,0.0858,0.4277,0.0976,0.252,0.6659,0.3872,0.2282,-0.4418,1080.4,28.1,9.2,0.7463,0.5991,High
CELL-00614,Maharashtra,19.752812,80.435585,0.1135,0.1394,0.038,0.3512,0.2975,0.2993,0.8045,0.9942,0.8472,-0.0029,145.8,0.8,18.7,0.567,0.4512,Medium
CELL-00615,Maharashtra,22.252047,79.174439,0.1298,0.03,0.0503,0.1106,0.185,0.3225,0.3747,0.5737,1.672,-0.2709,206.6,21.2,22.6,0.6703,0.556,Medium
CELL-00616,Maharashtra,22.109718,79.814822,0.0998,0.1098,0.0365,0.2558,0.3998,0.3006,0.75,1.3303,1.5634,0.1417,1082.8,28.8,5.2,0.8074,0.5943,High
CELL-00617,Maharashtra,20.91838,80.031382,0.1337,0.1424,0.1889,0.1189,0.0839,0.2484,-0.2277,0.3377,0.7058,-0.495,418.3,8.9,16.5,0.9436,0.5436,High
CELL-00618,Maharashtra,20.820445,79.537286,0.1075,0.0881,0.0652,0.1582,0.1918,0.2725,0.416,0.7039,1.2128,-0.1738,932.4,23.3,11.7,1.0,0.9627,High
CELL-00619,Maharashtra,20.952799,79.649937,0.0839,0.1148,0.1488,0.1384,0.3199,0.0908,-0.0363,3.5242,2.3118,0.5579,173.3,34.2,47.8,1.0,0.7075,High
CELL-00620,Maharashtra,20.058735,79.456035,0.1279,0.1726,0.1342,0.2239,0.2731,0.1436,0.2505,1.9016,1.2198,0.3107,1100.8,30.5,27.9,0.8348,0.5574,High
CELL-00621,Maharashtra,19.600254,80.447463,0.0785,0.0788,0.1048,0.3866,0.1199,0.3073,0.5734,0.3901,0.3101,-0.4387,1087.3,33.1,19.9,0.3562,0.4201,Low
CELL-00622,Maharashtra,20.498736,78.528462,0.0989,0.1015,0.1758,0.1112,0.286,0.2789,-0.225,1.0256,2.5714,0.0127,935.4,31.0,36.5,1.0,0.6902,High
CELL-00623,Maharashtra,21.009628,78.042239,0.0209,0.066,0.0381,0.1911,0.1367,0.0586,0.6672,2.3337,0.7152,0.4001,1100.2,0.3,36.8,0.7351,0.6581,High
CELL-00624,Maharashtra,21.516702,78.016017,0.148,0.1617,0.1811,0.3307,0.1903,0.3181,0.2923,0.5983,0.5755,-0.2513,420.7,19.7,5.0,0.6079,0.4158,Medium
CELL-00625,Maharashtra,21.792279,79.858054,0.0502,0.0301,0.1563,0.4448,0.3392,0.1881,0.48,1.8035,0.7625,0.2866,1094.1,14.3,26.2,0.6213,0.5517,Medium
CELL-00626,Maharashtra,21.825572,79.580307,0.0612,0.0687,0.0268,0.3041,0.1536,0.0944,0.8381,1.6263,0.505,0.2385,819.2,23.8,37.6,0.7475,0.6765,High
CELL-00627,Maharashtra,22.309028,80.422113,0.1026,0.0756,0.1969,0.1959,0.1449,0.1826,-0.0025,0.7931,0.7392,-0.1154,162.5,34.2,29.4,0.7152,0.6319,High
CELL-00628,Maharashtra,20.991071,78.096191,0.0996,0.1374,0.095,0.3651,0.1526,0.1164,0.587,1.3115,0.4181,0.1348,277.6,13.0,42.4,0.468,0.7027,Medium
CELL-00629,Maharashtra,21.267356,80.162449,0.0514,0.0552,0.195,0.3161,0.3941,0.1513,0.2371,2.604,1.2464,0.4451,873.3,7.8,13.1,1.0,0.7061,High
CELL-00630,Maharashtra,20.002865,78.788642,0.0246,0.1357,0.1086,0.133,0.1349,0.0808,0.101,1.6709,1.0147,0.2512,773.9,3.3,37.7,0.8445,0.6743,High
CELL-00631,Maharashtra,19.718905,80.463378,0.0841,0.157,0.1281,0.3386,0.3979,0.1197,0.451,3.3243,1.175,0.5375,786.3,16.1,2.0,1.0,0.7523,High
CELL-00632,Maharashtra,21.160289,78.09557,0.081,0.1687,0.0916,0.3187,0.3295,0.2852,0.5536,1.1556,1.0339,0.0722,671.2,30.0,19.6,0.6221,0.6311,Medium
CELL-00633,Maharashtra,20.340649,78.159362,0.1234,0.0926,0.0612,0.1811,0.3684,0.3002,0.4946,1.2274,2.0342,0.1021,708.9,21.6,23.7,0.9057,0.5562,High
CELL-00634,Maharashtra,19.876838,79.25534,0.0648,0.1047,0.1024,0.2816,0.1248,0.2039,0.4668,0.6118,0.4431,-0.2408,366.7,6.5,3.2,0.6264,0.7778,Medium
CELL-00635,Maharashtra,21.379931,80.18278,0.1083,0.1006,0.0898,0.2316,0.2848,0.1984,0.4411,1.4353,1.2298,0.1787,1034.0,30.6,8.5,0.9629,0.5872,High
CELL-00636,Maharashtra,20.403677,78.055712,0.1355,0.064,0.1873,0.3511,0.324,0.1104,0.3043,2.9342,0.9229,0.4916,357.6,18.2,8.6,0.8272,0.4479,High
CELL-00637,Maharashtra,19.97889,78.615549,0.1225,0.0551,0.0251,0.3203,0.3923,0.1494,0.8545,2.6266,1.2249,0.4485,230.5,20.0,45.3,0.8385,0.7246,High
CELL-00638,Maharashtra,20.445169,79.625641,0.0319,0.1318,0.1505,0.4378,0.1633,0.0555,0.4883,2.9409,0.3731,0.4925,700.2,24.7,39.5,0.8738,0.6352,High
CELL-00639,Maharashtra,21.037773,78.991802,0.1319,0.1011,0.1639,0.3032,0.3274,0.1498,0.2982,2.1855,1.0797,0.3722,1014.6,9.6,27.3,1.0,0.5751,High
CELL-00640,Maharashtra,20.454526,78.80011,0.1457,0.054,0.1617,0.4445,0.0864,0.2597,0.4664,0.3326,0.1943,-0.5009,378.2,1.4,20.1,0.6463,0.9306,Medium
CELL-00641,Maharashtra,22.120152,78.252005,0.1086,0.132,0.1404,0.4298,0.3434,0.0626,0.5075,5.4861,0.7989,0.6917,618.2,13.9,15.5,0.927,0.4574,High
CELL-00642,Maharashtra,20.797002,80.937786,0.0315,0.1683,0.1064,0.3183,0.3457,0.1581,0.4988,2.1858,1.0859,0.3722,573.5,14.3,18.7,0.756,0.5662,High
CELL-00643,Maharashtra,21.357279,78.431075,0.0879,0.0311,0.077,0.337,0.2349,0.3435,0.6281,0.6839,0.697,-0.1877,1061.5,12.6,2.3,0.669,0.6484,Medium
CELL-00644,Maharashtra,22.493745,78.775753,0.1141,0.1662,0.0624,0.4179,0.179,0.3429,0.7401,0.5221,0.4284,-0.314,409.4,33.4,2.7,0.4758,0.7342,Medium
CELL-00645,Maharashtra,20.933631,78.670483,0.1117,0.0586,0.1195,0.1886,0.3858,0.0586,0.2243,6.5848,2.0452,0.7363,319.7,8.5,20.7,1.0,0.517,High
CELL-00646,Maharashtra,22.117397,80.13619,0.0954,0.0434,0.1449,0.1582,0.3316,0.125,0.044,2.6527,2.0957,0.4525,558.8,12.3,42.9,1.0,0.5035,High
CELL-00647,Maharashtra,19.926185,80.114388,0.1377,0.0952,0.1079,0.4246,0.2467,0.1963,0.5949,1.257,0.5811,0.1139,736.2,24.1,5.3,0.6395,0.742,Medium
CELL-00648,Maharashtra,19.717046,80.358548,0.069,0.0451,0.1341,0.408,0.3641,0.3373,0.5054,1.0794,0.8923,0.0382,1054.5,0.1,19.0,0.5856,0.6806,Medium
CELL-00649,Maharashtra,21.304646,79.818951,0.0675,0.1657,0.1106,0.2627,0.3992,0.1981,0.4075,2.0157,1.5198,0.3368,296.2,18.0,40.7,1.0,0.7993,High
CELL-00650,Maharashtra,21.624071,78.762653,0.1321,0.164,0.0549,0.1457,0.3922,0.3105,0.4522,1.2631,2.6925,0.1163,1082.6,31.0,27.1,1.0,0.8628,High
CELL-00651,Maharashtra,19.653619,80.236509,0.0857,0.1272,0.1105,0.2721,0.135,0.1336,0.4225,1.0102,0.496,0.0051,274.7,6.8,48.6,0.4103,0.4987,Low
CELL-00652,Maharashtra,21.271769,79.830536,0.04,0.1491,0.1613,0.1831,0.1724,0.3314,0.0631,0.5201,0.9416,-0.3157,1008.2,24.4,4.1,1.0,0.5311,High
CELL-00653,Maharashtra,20.062234,79.34468,0.0981,0.0791,0.1606,0.3942,0.1836,0.3016,0.4211,0.6086,0.4657,-0.2433,213.9,29.3,7.6,0.6932,0.59,Medium
CELL-00654,Maharashtra,20.915812,80.723672,0.0672,0.0731,0.1101,0.2596,0.1902,0.2581,0.4042,0.7369,0.7328,-0.1515,935.5,29.9,48.6,0.6102,0.5173,Medium
CELL-00655,Maharashtra,20.682775,80.031246,0.0819,0.1791,0.1512,0.4334,0.3472,0.3209,0.4827,1.082,0.8011,0.0394,995.9,16.1,12.6,0.8245,0.7031,High
CELL-00656,Maharashtra,21.07198,79.515173,0.0883,0.1761,0.1841,0.1566,0.198,0.1772,-0.0806,1.1177,1.2646,0.0556,496.6,27.9,26.2,1.0,0.8119,High
CELL-00657,Goa,16.317784,72.896635,0.1128,0.0953,0.073,0.1175,0.2359,0.1566,0.2334,1.5062,2.0077,0.202,376.7,24.3,38.5,0.9022,0.6434,High
CELL-00658,Goa,14.86554,73.239434,0.0212,0.0653,0.0448,0.3143,0.1333,0.2086,0.7505,0.639,0.4242,-0.2202,749.1,10.4,1.8,0.5975,0.7741,Medium
CELL-00659,Goa,16.288901,73.795198,0.0789,0.1069,0.1483,0.1957,0.1189,0.2168,0.1377,0.5484,0.6075,-0.2916,459.7,15.5,32.3,0.8929,0.6515,High
CELL-00660,Goa,15.5326,74.719389,0.1118,0.1101,0.1422,0.4057,0.2183,0.1738,0.481,1.256,0.5381,0.1135,940.7,20.4,3.6,0.872,0.7701,High
CELL-00661,Goa,16.759333,72.662403,0.0976,0.0942,0.0795,0.1316,0.26,0.1937,0.2468,1.3425,1.9759,0.1462,215.0,21.4,36.9,0.7691,0.5328,High
CELL-00662,Goa,15.128412,75.359218,0.1325,0.0745,0.0487,0.2524,0.2086,0.2227,0.6767,0.9367,0.8265,-0.0327,741.7,26.2,25.5,0.5391,0.5677,Medium
CELL-00663,Goa,14.03974,74.615339,0.1305,0.0951,0.1871,0.3066,0.2816,0.3036,0.242,0.9275,0.9185,-0.0376,426.5,12.4,45.3,0.5419,0.6975,Medium
CELL-00664,Goa,16.872404,73.916843,0.092,0.1095,0.0779,0.1263,0.3666,0.2908,0.2368,1.2607,2.9037,0.1153,253.5,27.2,31.3,0.9166,0.5231,High
CELL-00665,Goa,16.479186,74.600565,0.0912,0.1214,0.0364,0.2659,0.142,0.1125,0.7592,1.2619,0.534,0.1158,827.4,31.9,20.2,0.6187,0.499,Medium
CELL-00666,Goa,16.513561,74.744956,0.1329,0.1105,0.1553,0.149,0.1914,0.1669,-0.0207,1.1473,1.2847,0.0686,662.4,32.5,43.7,0.7078,0.5785,High
CELL-00667,Goa,14.972922,73.372232,0.0999,0.1654,0.1932,0.3288,0.3482,0.2076,0.2597,1.6776,1.0592,0.2531,329.2,18.4,27.8,0.863,0.7578,High
CELL-00668,Goa,15.004931,73.592082,0.1447,0.0966,0.1559,0.3628,0.165,0.2216,0.3988,0.7446,0.4547,-0.1464,1083.7,16.6,47.3,0.6888,0.8313,Medium
CELL-00669,Goa,15.047094,75.303674,0.0762,0.1108,0.1003,0.2977,0.2306,0.0644,0.496,3.5807,0.7745,0.5634,1070.3,15.6,29.4,0.9902,0.4957,High
CELL-00670,Goa,14.197584,75.226662,0.048,0.0607,0.0527,0.1049,0.327,0.3125,0.3314,1.0463,3.1172,0.0226,775.6,6.6,14.3,1.0,0.5391,High
CELL-00671,Goa,14.642054,74.694938,0.0771,0.0747,0.1021,0.1249,0.3356,0.123,0.1007,2.7285,2.6863,0.4636,898.0,2.4,47.8,1.0,0.6286,High
CELL-00672,Goa,16.32842,75.40358,0.0821,0.1391,0.0867,0.1645,0.2218,0.0997,0.3096,2.224,1.348,0.3796,1180.2,3.4,29.5,0.8918,0.7685,High
CELL-00673,Goa,15.886558,72.848542,0.0922,0.0731,0.1892,0.3667,0.3912,0.0613,0.3193,6.3853,1.0668,0.7292,413.6,6.8,0.6,1.0,0.5003,High
CELL-00674,Goa,14.593267,74.02701,0.1354,0.1341,0.091,0.2304,0.2258,0.1031,0.4335,2.1902,0.9803,0.3731,797.4,12.7,42.6,0.9565,0.8191,High
CELL-00675,Goa,14.992607,73.129795,0.1209,0.103,0.0605,0.1683,0.1329,0.2831,0.4715,0.4695,0.7898,-0.361,351.9,18.4,22.6,0.7839,0.6769,High
CELL-00676,Goa,16.503242,73.853228,0.022,0.094,0.1291,0.2952,0.2884,0.0962,0.3914,2.9975,0.977,0.4997,811.2,6.4,37.5,1.0,0.5359,High
CELL-00677,Goa,14.043597,73.72358,0.1117,0.064,0.1632,0.3208,0.268,0.1561,0.3257,1.7174,0.8355,0.264,630.7,20.9,23.6,0.6854,0.7695,Medium
CELL-00678,Goa,14.50682,73.141801,0.0208,0.0751,0.1548,0.378,0.1448,0.3377,0.4189,0.4287,0.3831,-0.3998,652.6,32.1,35.3,0.4705,0.6374,Medium
CELL-00679,Goa,14.559973,72.526444,0.1131,0.0817,0.1616,0.2186,0.3422,0.0892,0.15,3.8358,1.5652,0.5864,290.7,11.9,20.4,1.0,0.4753,High
CELL-00680,Goa,14.190854,73.553651,0.1288,0.04,0.1896,0.4452,0.1083,0.1374,0.4026,0.7886,0.2433,-0.1182,509.6,27.2,29.8,0.5857,0.6777,Medium
CELL-00681,Goa,14.253937,74.999628,0.1117,0.1166,0.1802,0.3451,0.1445,0.1789,0.314,0.8079,0.4188,-0.1063,643.4,1.9,47.7,0.4885,0.4985,Medium
CELL-00682,Goa,15.418693,72.576897,0.1402,0.1578,0.1144,0.1801,0.1189,0.159,0.2233,0.7478,0.6602,-0.1443,381.0,17.7,48.3,0.5943,0.6046,Medium
CELL-00683,Goa,15.852637,73.92574,0.1311,0.1007,0.1764,0.2021,0.1212,0.3066,0.0679,0.3954,0.5999,-0.4333,746.2,31.1,46.9,0.7647,0.6638,High
CELL-00684,Goa,15.024894,74.377575,0.1232,0.0721,0.1202,0.3481,0.123,0.2942,0.4865,0.4181,0.3534,-0.4103,766.7,33.2,17.0,0.7209,0.6215,High
CELL-00685,Goa,14.157432,75.40858,0.025,0.143,0.1145,0.229,0.1011,0.2367,0.3333,0.4271,0.4413,-0.4015,743.7,9.8,45.5,0.3332,0.3339,Low
CELL-00686,Goa,15.531287,72.800696,0.1412,0.0862,0.0345,0.2356,0.2721,0.2041,0.7442,1.333,1.155,0.1427,864.0,1.9,14.2,0.7421,0.7238,High
CELL-00687,Goa,15.736627,72.958661,0.0286,0.0624,0.043,0.2093,0.2446,0.2266,0.6591,1.0793,1.1684,0.0381,968.9,23.0,30.4,0.6415,0.3864,Medium
CELL-00688,Goa,15.143562,75.026498,0.0499,0.0309,0.1372,0.1709,0.3648,0.3077,0.1091,1.1856,2.1353,0.0849,184.4,3.7,24.8,0.9281,0.7139,High
CELL-00689,Goa,16.050393,74.284748,0.0622,0.0338,0.155,0.1752,0.347,0.1761,0.061,1.9708,1.9812,0.3268,734.8,30.6,43.2,1.0,0.6392,High
CELL-00690,Goa,16.225438,73.799241,0.045,0.1657,0.0557,0.109,0.0865,0.2367,0.3241,0.3654,0.7932,-0.4648,827.8,10.9,16.0,0.8923,0.559,High
CELL-00691,Goa,14.074401,75.287349,0.0489,0.18,0.0509,0.37,0.1515,0.0743,0.7583,2.0402,0.4094,0.3421,1062.4,30.1,20.2,0.5485,0.702,Medium
CELL-00692,Goa,16.458868,73.445168,0.0881,0.1028,0.0837,0.412,0.1331,0.0949,0.6623,1.403,0.323,0.1677,734.6,23.0,9.7,0.6648,0.6069,Medium
CELL-00693,Goa,14.639852,74.505082,0.1162,0.0972,0.1888,0.3578,0.2265,0.2208,0.3093,1.026,0.6331,0.0128,861.9,20.7,43.9,0.5356,0.5651,Medium
CELL-00694,Goa,14.541517,72.613349,0.0256,0.1605,0.1421,0.3312,0.2767,0.3048,0.3995,0.9079,0.8354,-0.0483,628.3,30.5,18.0,0.5666,0.5999,Medium
CELL-00695,Goa,14.671531,74.192255,0.0893,0.0507,0.1264,0.2102,0.0968,0.3346,0.2488,0.2892,0.4603,-0.5514,805.6,30.7,33.8,0.6986,0.4645,Medium
CELL-00696,Goa,15.92724,75.380757,0.053,0.1612,0.1863,0.3346,0.378,0.1694,0.2847,2.2319,1.1296,0.3812,1148.3,24.6,2.1,0.8999,0.6689,High
CELL-00697,Goa,15.280981,74.1994,0.0394,0.1004,0.1696,0.1054,0.1673,0.0507,-0.2334,3.2981,1.5873,0.5347,557.3,25.5,39.9,1.0,0.8226,High
CELL-00698,Goa,14.663881,75.272444,0.1208,0.1162,0.1452,0.4235,0.308,0.1605,0.4893,1.9186,0.7272,0.3148,884.3,1.4,19.3,0.6402,0.5467,Medium
CELL-00699,Goa,13.969256,72.900144,0.1051,0.1503,0.1979,0.2212,0.2718,0.3311,0.0557,0.8208,1.2286,-0.0984,283.7,25.1,37.7,0.5934,0.3193,Medium
CELL-00700,Goa,15.497043,73.303,0.1385,0.0852,0.0282,0.2051,0.25,0.1725,0.7582,1.4493,1.2188,0.1834,401.2,4.6,41.0,0.9654,0.5462,High
CELL-00701,Goa,16.055324,73.676089,0.1376,0.114,0.1011,0.3263,0.3849,0.2884,0.5271,1.3348,1.1795,0.1434,144.0,11.6,23.5,0.9832,0.5846,High
CELL-00702,Goa,16.378807,74.694035,0.1486,0.0709,0.1775,0.3683,0.1959,0.2702,0.3496,0.7249,0.5319,-0.1595,214.5,27.6,26.6,0.6588,0.4905,Medium
CELL-00703,Goa,15.82486,73.128459,0.024,0.095,0.1225,0.4068,0.377,0.2086,0.5371,1.8071,0.9268,0.2875,929.2,15.4,37.3,0.7599,0.533,High
CELL-00704,Goa,15.802684,72.554474,0.1139,0.1553,0.0918,0.2568,0.3524,0.2827,0.4731,1.2466,1.3724,0.1098,417.0,11.3,33.9,0.6052,0.5974,Medium
CELL-00705,Goa,14.82979,75.19995,0.1095,0.1779,0.1581,0.4297,0.1492,0.2814,0.4621,0.5301,0.3472,-0.3071,122.2,23.5,23.5,0.5853,0.5626,Medium
CELL-00706,Goa,16.462803,72.566905,0.0992,0.0852,0.0948,0.3912,0.1791,0.3329,0.6098,0.5381,0.4579,-0.3003,297.6,23.2,33.6,0.3037,0.417,Low
CELL-00707,Goa,16.404395,74.785416,0.0628,0.1101,0.0311,0.1731,0.2355,0.0758,0.6953,3.1067,1.3606,0.513,1027.7,25.1,47.2,0.938,0.6246,High
CELL-00708,Goa,15.563538,74.300656,0.147,0.1263,0.0255,0.3533,0.3697,0.2887,0.8652,1.2809,1.0465,0.1231,742.2,23.5,49.5,0.8296,0.6838,High
CELL-00709,Goa,14.750193,74.420271,0.099,0.053,0.0572,0.3176,0.121,0.1296,0.6947,0.9342,0.3811,-0.034,1018.8,11.4,24.4,0.7583,0.5274,High
CELL-00710,Goa,16.166017,75.20496,0.139,0.1465,0.0611,0.1087,0.2028,0.0925,0.2803,2.1934,1.866,0.3737,881.4,23.1,2.2,1.0,0.6527,High
CELL-00711,Goa,15.196681,74.503801,0.0758,0.0962,0.0318,0.2405,0.3248,0.3246,0.7664,1.0006,1.3503,0.0003,554.8,14.8,35.1,0.9542,0.6904,High
CELL-00712,Goa,15.729081,72.831759,0.1016,0.058,0.1118,0.2852,0.3604,0.1887,0.4366,1.9093,1.2637,0.3126,407.4,8.1,43.7,0.8069,0.4955,High
CELL-00713,Goa,14.461519,74.819912,0.0817,0.0827,0.085,0.3983,0.2572,0.2654,0.6482,0.9693,0.6458,-0.0156,1086.7,31.6,16.4,0.6414,0.5873,Medium
